Instrumento,Marca,Modelo,Serie,Código,Departamento responsable,Ubicación,Requerimiento,Impacto de la falla,Consideraciones de falla,Clase de riesgo,Capacidad de detección ,Frecuencia,Última calibración,Fecha programada,Observaciones,Tipo de calibración,Especificaciones
Termohigrómetro,Extech Instrument,445702,ND,TER-CP-01,NA,NA,NA,NA,NA,NA,NA,NA,11-oct-21,NA,Baja: 30-Sep-22,NA,NA
Termohigrómetro,Extech Instrument,445702,ND,TER-CP-02,Microbiología,"Microbiología, en REF-LC-04",Calibración,2,3,Alto,1,12,05-nov-24,Nov-25,Solo usar para medir temperatura,Externa,"-8.0°C, 0.0°C, 20.0°C, 40.0°C, 55.0°C Tol ±1.0°C"
Termohigrómetro,Extech Instrument,445703,ND,TER-CP-03,Gestión de la Calidad,Muestreo de Materia Prima,Calibración,2,3,Alto,1,12,01-jul-25,Jul-26,,Externa,"-8.0°C, 20.0°C, 40.0°C, 55.0°C Tol ±1.0°C, 15.0%,30.0%, 60.0%, 80.0% Tol ±6.0%"
Termohigrómetro,Extech Instrument,445702,ND,TER-CP-04,Gestión de la Calidad,Museo de Muestras,Calibración,2,3,Alto,1,12,03-oct-24,Oct-25,,Externa,"-8.0°C, 0.0°C, 20.0°C, 40.0°C, 55.0°C Tol ±1.0°C, 15.0%,30.0%, 60.0%, 80.0% Tol ±6.0%"
Termohigrómetro,Extech Instrument,445702,ND,TER-CP-05,Control de Calidad,Análisis Fisicoquímicos,Calibración,2,3,Alto,1,12,03-oct-24,Oct-25,,Externa,"-8.0°C, 0.0°C, 20.0°C, 40.0°C, 55.0°C Tol ±1.0°C, 15.0%,30.0%, 60.0%, 80.0% Tol ±6.0%"
Termohigrómetro,Extech Instrument,445702,ND,TER-CP-06,Gestión de la Calidad,Órdenes Surtidas,Calibración,2,3,Alto,1,12,05-nov-24,Nov-25,,Externa,"-8.0°C, 0.0°C, 20.0°C, 40.0°C, 55.0°C Tol ±1.0°C, 15.0%,30.0%, 60.0%, 80.0% Tol ±6.0%"
Termohigrómetro,Extech Instruments,445702,ND,TER-DF-01,Desarrollo Farmacéutico,Desarrollo Farmacéutico,Calibración,3,2,Alto,1,12,01-jul-25,Jul-26,,Externa,"-8.0°C, 0.0°C, 20.0°C, 40.0°C, 55.0°C Tol ±1.0°C, 15.0%,30.0%, 60.0%, 80.0% Tol ±6.0%"
Termohigrómetro,Extech Instrument,445702,ND,TER-LC-01,Control de Calidad,"Análisis Instrumental II, en DES-LC-01",Calibración,2,3,Alto,1,12,05-nov-24,Nov-25,,Externa,"-8.0°C, 0.0°C, 20.0°C, 40.0°C, 55.0°C Tol ±1.0°C, 15.0%,30.0%, 60.0%, 80.0% Tol ±6.0%"
Termohigrómetro,Extech Instrument,445702,ND,TER-LC-02,Control de Calidad,"Área de Balanzas, en DES-LC-02",Calibración,2,3,Alto,1,12,05-nov-24,Nov-25,,Externa,"-8.0°C, 0.0°C, 20.0°C, 40.0°C, 55.0°C Tol ±1.0°C, 15.0%,30.0%, 60.0%, 80.0% Tol ±6.0%"
Termohigrómetro,Extech Instrument,445702,ND,TER-LC-03,Microbiología,Preparación Microbiológica,Calibración,2,3,Alto,1,12,04-oct-24,Oct-25,,Externa,"-8.0°C, 0.0°C, 20.0°C, 40.0°C, 55.0°C Tol ±1.0°C, 15.0%,30.0%, 60.0%, 80.0% Tol ±6.0%"
Termohigrómetro,Extech Instrument,445702,ND,TER-LC-04,Control de Calidad,"Disolución, en REF-LC-05",Calibración,2,3,Alto,1,12,03-dic-24,Dic-25,Limitado para temperatura,Externa,"-8.0°C, 0.0°C, 20.0°C, 40.0°C, 55.0°C Tol ±1.0°C"
Termohigrómetro,Extech Instrument,445702,ND,TER-LC-05,Fabricación,Encapsulado y Abrillantado 1,Calibración,2,3,Alto,1,12,03-oct-24,Oct-25,,Externa,"-8.0°C, 0.0°C, 20.0°C, 40.0°C, 55.0°C Tol ±1.0°C, 15.0%,30.0%, 60.0%, 80.0% Tol ±6.0%"
Termohigrómetro,Extech Instrument,445702,ND,TER-LC-06,NA,NA,NA,NA,NA,NA,NA,NA,03-oct-22,NA,CC-23-271,NA,NA
Termohigrómetro,Extech Instrument,445702,ND,TER-LC-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA
Termohigrómetro,Extech Instrument,445703,ND,TER-LC-08,Microbiología,Microbiología,Calibración,2,3,Alto,1,12,04-oct-24,Oct-25,,Externa,"-8.0°C, 0.0°C, 20.0°C, 40.0°C, 55.0°C Tol ±1.0°C, 15.0%,30.0%, 60.0%, 80.0% Tol ±6.0%"
Termohigrómetro,Extech Instrument,445702,ND,TER-LC-10,NA,NA,NA,NA,NA,NA,NA,NA,05-oct-20,NA,,NA,NA
Termohigrómetro,Extech Instrument,445702,ND,TER-LC-11,Control de Calidad,Almacén de Reactivos,Calibración,2,3,Alto,1,12,03-oct-24,Oct-25,,Externa,"-8.0°C, 0.0°C, 20.0°C, 40.0°C, 55.0°C Tol ±1.0°C, 15.0%,30.0%, 60.0%, 80.0% Tol ±6.0%"
Termohigrómetro,Extech Instrument,445702,ND,TER-LC-12,Control de Calidad,Análisis Instrumental I,Calibración,2,3,Alto,1,12,03-dic-24,Dic-25,Solo usar para medir temperatura,Externa,"-8.0°C, 0.0°C, 20.0°C, 40.0°C, 55.0°C Tol ±1.0°C"
Termohigrómetro,Extech Instrument,445702,ND,TER-LC-14,NA,NA,NA,NA,NA,NA,NA,NA,03-nov-23,NA,,NA,NA
Termohigrómetro,Extech Instrument,445702,ND,TER-LC-15,Control de Calidad,Estabilidades,Calibración,2,3,Alto,1,12,03-oct-24,Oct-25,,Externa,"-8.0°C, 0.0°C, 20.0°C, 40.0°C, 55.0°C Tol ±1.0°C, 15.0%,30.0%, 60.0%, 80.0% Tol ±6.0%"
Termohigrómetro,Extech Instrument,445703,NA,TER-LC-16,Validación,"Móvil, Almacén de Validación",Calibración,2,3,Alto,1,12,05-feb-25,Feb-26,,Externa,"-8.0°C, 0.0°C, 20.0°C, 40.0°C, 55.0°C Tol ±1.0°C, 15.0%,30.0%, 60.0%, 80.0% Tol ±6.0%"
Termohigrómetro,Extech Instrument,445703,NA,TER-LC-17,Validación,"Móvil, Almacén de Validación",Calibración,2,3,Alto,1,12,05-may-25,May-26,,Externa,"20.0°C, 40.0°C, 45.0°C Tol ±1.0°C"
Termohigrometro,Extech Instrument,445713,ND,TER-LC-18,NA,NA,NA,NA,NA,NA,NA,NA,03-feb-24,NA,,NA,NA
Termohigrometro,Extech Instruments,445713,ND,TER-LC-19,Control de Calidad,Almacén de Validación,Calibración,3,3,Alto,1,12,NA,#VALUE!,El instrumento se mandará a calibrar cuando se requiera su uso,Externa,"-40°C, -30°C, -20°C, -10°C, 0.0°C, 8°C ± 1.0°C.
10%, 20%, 30%, 40%, 50%, 60%, 70%, 80%, 99% Tol 5.0%"
Termohigrometro,Extech Instruments,445702,ND,TER-LC-20,Control de Calidad,Área de Balanzas,Calibración,3,3,Alto,1,12,05-may-25,May-26,,Externa,"-8.0°C, 0.0°C, 20.0°C, 40.0°C, 55.0°C, Tol ± 1.0°C
15%, 30%, 60%, 80% Tol 6.0%."
Termohigrometro,Extech Instruments,445702,ND,TER-LC-21,Control de Calidad,Análisis Instrumental IV,Calibración,3,3,Alto,1,12,05-may-25,May-26,,Externa,"-8.0°C, 0.0°C, 20.0°C, 40.0°C, 55.0°C, Tol ± 1.0°C
15%, 30%, 60%, 80% Tol 6.0%."
Termohigrometro,Extech Instruments,445702,ND,TER-LC-22,Control de Calidad,"Análisis Fisicoquímicos, en Recepción de Muestras",Calibración,2,3,Alto,2,6,03-jun-25,Dic-25,,Externa,"0.0°C, 20.0°C, 40.0°C, 55°C Tol ± 1.0°C
15%, 30%, 60%, 80% HR ±Tol 6%"
Termohigrometro,Extech Instruments,445702,ND,TER-LC-23,Control de Calidad,"Análisis Fisicoquímicos, en Muestras de Grupo I, II y III",Calibración,2,3,Alto,2,6,03-jun-25,Dic-25,,Externa,"0.0°C, 20.0°C, 40.0°C, 55.0°C Tol ± 1.0°C
15%, 30%, 60%, 80% Tol ± 6%"
Termohigrometro,Sper Scientific,800027,ND,TER-LC-24,Control de Calidad,"Disolución, en REF-LC-05 (Congelador)",Calibración,2,3,Alto,2,6,04-ago-25,Feb-26,,Externa,"Temperatura In, 0.0°C, 20.0°C, 40.0°C, 50.0°C Tol ± 1.0°C.
Temperatura Out  -25.0°C, -15.0°C, -10.0°C, -0.0°C Tol ± 1.0°C
Humedad In 15%, 30%, 60%, 80% Tol ± 6%"
Termohigrometro,Sper Scientific,800027,ND,TER-LC-25,Control de Calidad,Almacén de Validación,NA,NA,NA,NA,NA,NA,NA,NA,Se calibrará cuando sea necesario,NA,NA
Termohigrómetro,Extech Instruments,445702,ND,TER-LC-26,Control de Calidad,"Área de Balanzas, Estándares secundarios para grupos I, II y III",Calibración,2,3,Alto,2,6,04-ago-25,Feb-26,,Externa,"Temperatura  0.0ºC, 20.0ºC, 40.0ºC, 55ºC Tol ± 1.0
Humedad 15%, 30%, 60%, 80% Tol ±6%"
Termohigrómetro,Extech Instrument,445713,ND,TER-LO-01,NA,NA,NA,NA,NA,NA,NA,NA,26-ene-22,NA,,NA,NA
Termohigrómetro,HUATO,A2000-EX,H2000JA095,TER-LO-02,Logística,"Móvil, Transporte",Calibración,2,3,Alto,2,6,04-ago-25,Feb-26,,Externa,"20.0°C, 30.0°C, 40.0°C Tol ± 1.0°C"
Termohigrómetro,Extech Instrument,445702,ND,TER-PR-01,NA,NA,NA,NA,NA,NA,NA,NA,17-Ene-18,NA,Baja 09-Ene-19,NA,NA
Termohigrómetro,Extech Instrument,445702,ND,TER-PR-03,NA,NA,NA,NA,NA,NA,NA,NA,17-Ene-18,NA,Baja 07-Sep-18,NA,NA
Termohigrómetro,Extech Instrument,445702,ND,TER-PR-04,Fabricación,Almacén de Material de Empaque ,Calibración,2,3,Alto,1,12,03-oct-24,Oct-25,,Externa,"-8.0°C, 0.0°C, 20.0°C, 40.0°C, 55.0°C Tol ±1.0°C, 15.0%,30.0%, 60.0%, 80.0% Tol ±6.0%"
Termohigrómetro,Extech Instrument,445702,ND,TER-PR-05,NA,NA,NA,NA,NA,NA,NA,NA,25-ene-21,NA,Baja: 15-Abr-21,NA,NA
Termohigrómetro,Extech Instrument,445702,ND,TER-PR-06,Validación,"Móvil, Almacén de Validación",Calibración,2,3,Alto,1,12,03-dic-24,Dic-25,Limitado para temperatura,Externa,"-8.0°C, 0.0°C, 20.0°C, 40.0°C, 55.0°C Tol ±1.0°C"
Termohigrómetro,Extech Instrument,445702,ND,TER-PR-08,NA,NA,NA,NA,NA,NA,NA,NA,14-oct-20,NA,Baja: 15-Abr-21,NA,NA
Termohigrómetro,Extech Instrument,445702,ND,TER-PR-10,NA,NA,NA,NA,NA,NA,NA,NA,14-oct-20,NA,Baja: 18-Oct-21,NA,NA
Termohigrómetro,Extech Instrument,445702,ND,TER-PR-11,NA,NA,NA,NA,NA,NA,NA,NA,15-Dic-18,NA,Baja: 14-May-19,NA,NA
Termohigrómetro,Extech Instrument,445702,ND,TER-PR-12,Desarrollo Farmacéutico,Desarrollo Farmacéutico,NA,NA,NA,NA,NA,NA,01-jul-23,NA,,NA,NA
Termohigrómetro,Extech Instrument,445702,ND,TER-PR-13,Validación,"Móvil, Almacén de Validación",Calibración,2,3,Alto,1,12,03-dic-24,Dic-25,,Externa,"-8.0°C, 0.0°C, 20.0°C, 40.0°C, 55.0°C Tol ±1.0°C, 15.0%,30.0%, 60.0%, 80.0% Tol ±6.0%"
Termohigrómetro,HUATO,A2000-EX,HT21161663,TER-PR-14,NA,NA,NA,NA,NA,NA,NA,NA,08-nov-22,NA,,NA,NA
Termohigrómetro,HUATO,A2000-EX,HT21161673,TER-PR-15,Logística,"Móvil, Transporte",NA,NA,NA,NA,NA,NA,05-may-25,NA,Usar solo para medir temperatura,NA,"20.0°C, 30.0°C, 40.0°C Tol ±1.0°C"
Termohigrómetro,HUATO,A2000-EX,HT21161660,TER-PR-16,NA,NA,NA,NA,NA,NA,NA,NA,21-nov-21,NA,Baja 06-Dic-22,NA,NA
Termohigrómetro,Extech Instrument,445702,ND,TER-PR-17,NA,NA,NA,NA,NA,NA,NA,NA,17-Ene-18,NA,Baja: 07-Sep-18,NA,NA
Termohigrómetro,HUATO,A2000-EX,HT21161678,TER-PR-18,Validación,"Móvil, Almacén de Validación",Calibración,2,3,Alto,1,12,05-nov-24,Nov-25,,Externa,"-8.0°C, 0.0°C, 20.0°C, 40.0°C, 55.0°C Tol ±1.0°C, 15.0%,30.0%, 60.0%, 80.0% Tol ±6.0%"
Termohigrómetro,Extech Instrument,445702,ND,TER-PR-19,NA,NA,NA,NA,NA,NA,NA,NA,03-nov-23,NA,NA,NA,NA
Termohigrómetro,HUATO,A2000-EX,HT21161660,TER-PR-20,NA,NA,NA,NA,NA,NA,NA,NA,13-dic-23,NA,,NA,NA
Termohigrómetro,Extech Instrument,445702,ND,TER-PR-21,Fabricación ,Acondicionamiento Secundario Frasco,Calibración,2,3,Alto,1,12,03-oct-24,Oct-25,Solo usar para medir temperatura,Externa,"-8.0°C, 0.0°C, 20.0°C, 40.0°C, 55.0°C Tol ±1.0°C"
Termohigrómetro,Extech Instrument,445701,ND,TER-PR-24,NA,NA,NA,NA,NA,NA,NA,NA,12-Feb-18,NA,Baja: 07-Sep-18,NA,NA
Termohigrómetro,Extech Instrument,445702,ND,TER-PR-25,Validación,"Móvil, Almacén de Validación",Calibración,2,3,Alto,1,12,03-dic-24,Dic-25,Solo usar para medir temperatura,Externa,"-8.0°C, 0.0°C, 20.0°C, 40.0°C, 55.0°C Tol ±1.0°C"
Termohigrómetro,Extech Instrument,445702,ND,TER-PR-26,NA,NA,NA,NA,NA,NA,NA,NA,07-dic-23,NA,,NA,NA
Termohigrómetro,Extech Instrument,445702,ND,TER-PR-27,NA,NA,NA,NA,NA,NA,NA,NA,07-dic-23,NA,NA,NA,NA
Termohigrómetro,Extech Instrument,445702,ND,TER-PR-28,NA,NA,NA,NA,NA,NA,NA,NA,07-dic-23,NA,NA,NA,NA
Termohigrómetro,Extech Instrument,445703,ND,TER-PR-29,NA,NA,NA,NA,NA,NA,NA,NA,06-jul-21,NA,Baja: 01-Ago-19,NA,NA
Termohigrómetro,Extech Instrument,445703,ND,TER-PR-30,NA,NA,NA,NA,NA,NA,NA,NA,06-jul-21,NA,Baja: 01-Ago-19,NA,NA
Termohigrómetro,Extech Instrument,445703,ND,TER-PR-31,NA,NA,NA,NA,NA,NA,NA,NA,06-jul-21,NA,Baja: 01-Ago-19,NA,NA
Termohigrómetro,Extech Instrument,445703,ND,TER-PR-32,NA,NA,NA,NA,NA,NA,NA,NA,06-jul-21,NA,Baja: 01-Ago-19 ,NA,NA
Termohigrómetro,Extech Instrument,445703,ND,TER-PR-33,Validación,"Móvil, Almacén de Validación",Calibración,2,3,Alto,1,12,03-sep-22,Sep-23,"Se encuentra en validación, se calibrará cuando se requiera.",Externa,NA
Termohigrómetro,Extech Instrument,445703,ND,TER-PR-34,Validación,"Móvil, Almacén de Validación",Calibración,2,3,Alto,1,12,02-sep-25,Sep-26,Limitado: Solo usar en temperatura,Externa,"-8.0°C, 0.0°C, 20.0°C, 40.0°C, 55.0°C Tol ±1.0°C"
Termohigrómetro,Extech Instrument,445703,ND,TER-PR-35,Validación,"Móvil, Almacén de Validación",Calibración,2,3,Alto,1,12,02-sep-25,Sep-26,,Externa,"-8.0°C, 0.0°C, 20.0°C, 40.0°C, 55.0°C Tol ±1.0°C, 15.0%,30.0%, 60.0%, 80.0% Tol ±6.0%"
Termohigrometro,Extech Instrument,445702,ND,TER-FR-36,Fabricación ,Tableteado 1,Calibración,2,3,Alto,1,12,02-sep-25,Sep-26,,Externa,"-8.0°C, 0.0°C, 20.0°C, 40.0°C, 55.0°C Tol ±1.0°C, 15.0%,30.0%, 60.0%, 80.0% Tol ±6.0%"
Termohigrometro,Extech Instrument,445702,NA,TER-FR-37,Fabricación,Acondicionamiento Primario Llenado de Frascos,Calibración,3,3,Alto,1,12,05-feb-25,Feb-26,,Externa,"-8.0°C, 0.0°C, 20.0°C, 40.0°C, 55.0°C Tol ±1.0°C, 15.0%,30.0%, 60.0%, 80.0% Tol ±6.0%"
Termohigrometro,Extech Instrument,445702,NA,TER-FR-38,Fabricación,Mezclado y Tamizado 1,Calibración,3,3,Alto,1,12,05-feb-25,Feb-26,,Externa,"-8.0°C, 0.0°C, 20.0°C, 40.0°C, 55.0°C Tol ±1.0°C, 15.0%,30.0%, 60.0%, 80.0% Tol ±6.0%"
Termohigrómetro,Extech Instruments,445702,ND,TER-FR-39,Fabricación,Tableteado 2,Calibración,3,3,Alto,1,12,03-dic-24,Dic-25,,Externa,"Temperatura: -8.0°C, 0.0°C, 18.0°C, 25.0°C, 40.0°C, 55.0°C Tol ±1.0°C
Humedad relativa: 15.0%, 30.0%, 65.0%, 80.0% Tol ±6.0%"
Termohigrómetro,Extech Instruments,445702,ND,TER-FR-40,Fabricación,Encapsulado y Abrillantado #5,Calibración,3,3,Alto,1,12,03-dic-24,Dic-25,,Externa,"Temperatura: -8.0°C, 0.0°C, 18.0°C, 25.0°C, 40.0°C, 55.0°C Tol ±1.0°C
Humedad relativa: 15.0%, 30.0%, 65.0%, 80.0% Tol ±6.0%"
Termohigrómetro,Extech Instruments,445702,ND,TER-FR-41,Fabricación,Recubrimiento,Calibración,3,3,Alto,1,12,03-dic-24,Dic-25,,Externa,"Temperatura: -8.0°C, 0.0°C, 18.0°C, 25.0°C, 40.0°C, 55.0°C Tol ±1.0°C
Humedad relativa: 15.0%, 30.0%, 65.0%, 80.0% Tol ±6.0%"
Termohigrómetro,Extech Instruments,445702,ND,TER-FR-42,Fabricación,Encapsulado y Abrillantado 4,Calibración,3,3,Alto,1,12,03-dic-24,Dic-25,,Externa,"Temperatura: -8.0°C, 0.0°C, 18.0°C, 25.0°C, 40.0°C, 55.0°C Tol ±1.0°C
Humedad relativa: 15.0%, 30.0%, 65.0%, 80.0% Tol ±6.0%"
Termohigrómetro,Extech Instrument,445703,ND,TER-VA-02,Validación,"Móvil, Almacén de Validación",Calibración,2,2,Medio,2,12,03-dic-24,Dic-25,Solo usar para medir temperatura,Externa,"-8.0°C, 0.0°C, 20.0°C, 40.0°C, 55.0°C Tol ±1.0°C"
Termohigrómetro,Extech Instrument,445703,ND,TER-VA-03,Validación,"Móvil, Almacén de Validación",Calibración,2,2,Medio,2,12,05-nov-24,Nov-25,,Externa,"-8.0°C, 0.0°C, 20.0°C, 40.0°C, 55.0°C Tol ±1.0°C, 15.0%,30.0%, 60.0%, 80.0% Tol ±6.0%"
Termohigrómetro,Extech Instrument,445703,ND,TER-VA-04,Validación,"Móvil, Almacén de Validación",Calibración,2,2,Medio,2,12,05-nov-24,Nov-25,,Externa,"-8.0°C, 0.0°C, 20.0°C, 40.0°C, 55.0°C Tol ±1.0°C, 15.0%,30.0%, 60.0%, 80.0% Tol ±6.0%"
Termohigrómetro,Extech Instrument,445703,ND,TER-VA-05,Validación,"Móvil, Almacén de Validación",Calibración,2,2,Medio,2,12,02-sep-25,Sep-26,Limitado: Solo usar en temperatura.,Externa,"-8.0°C, 0.0°C, 20.0°C, 40.0°C, 55.0°C Tol ±1.0°C"
Termohigrómetro,Extech Instrument,445702,ND,TER-VA-06,Validación,"Móvil, Almacén de Validación",Calibración,2,2,Medio,2,12,05-nov-24,Nov-25,Solo usar para medir temperatura,Externa,"-8.0°C, 0.0°C, 20.0°C, 40.0°C, 55.0°C Tol ±1.0°C"
Termohigrómetro,Extech Instrument,445702,ND,TER-VA-07,Validación,"Móvil, Almacén de Validación",Calibración,2,2,Medio,2,12,05-nov-24,Nov-25,,Externa,"-8.0°C, 0.0°C, 20.0°C, 40.0°C, 55.0°C Tol ±1.0°C, 15.0%,30.0%, 60.0%, 80.0% Tol ±6.0%"
Termohigrómetro,Extech Instrument,445702,ND,TER-VA-08,NA,NA,NA,NA,NA,NA,NA,NA,03-nov-23,NA,,NA,NA
Termohigrómetro,Extech Instrument,445702,ND,TER-VA-09,Validación,"Móvil, Almacén de Validación",Calibración,2,2,Medio,2,12,03-dic-24,Dic-25,Limitado para temperatura,Externa,"-8.0°C, 0.0°C, 20.0°C, 40.0°C, 55.0°C Tol ±1.0°C"
Termohigrómetro,Extech Instrument,445702,ND,TER-VA-10,Validación,"Móvil, Almacén de Validación",Calibración,2,2,Medio,2,12,03-dic-24,Dic-25,,Externa,"-8.0°C, 0.0°C, 20.0°C, 40.0°C, 55.0°C Tol ±1.0°C, 15.0%,30.0%, 60.0%, 80.0% Tol ±6.0%"
Termohigrómetro,Extech Instrument,445702,ND,TER-VA-11,Validación,"Móvil, Almacén de Validación",Calibración,2,2,Medio,2,12,03-dic-24,Dic-25,,Externa,"-8.0°C, 0.0°C, 20.0°C, 40.0°C, 55.0°C Tol ±1.0°C, 15.0%,30.0%, 60.0%, 80.0% Tol ±6.0%"
Termohigrómetro,Extech Instrument,445702,ND,TER-VA-12,NA,NA,NA,NA,NA,NA,NA,NA,05-nov-24,NA,,NA,NA
Termohigrómetro,Extech Instrument,445702,ND,TER-VA-13,Validación,"Móvil, Almacén de Validación",NA,NA,NA,NA,NA,NA,13-ene-22,NA,"Se encuentra en validación, se calibrará cuando se requiera.",Externa,NA
Termohigrómetro,Extech Instrument,445702,ND,TER-VA-14,Fabricación,Detección de Metales,Calibración,2,2,Medio,2,12,03-dic-24,Dic-25,,Externa,"-8.0°C, 0.0°C, 20.0°C, 40.0°C, 55.0°C Tol ±1.0°C, 15.0%,30.0%, 60.0%, 80.0% Tol ±6.0%"
Termohigrómetro,Extech Instrument,445702,ND,TER-VA-15,NA,NA,NA,NA,NA,NA,NA,NA,22-dic-22,NA,Fallo de bateria. ,NA,NA
Termohigrómetro,Extech Instrument,445702,ND,TER-VA-16,NA,NA,NA,NA,NA,NA,NA,NA,04-ene-22,NA,"Rechazado, se da de baja el 20-Ene-22.",NA,NA
Termohigrómetro,Extech Instrument,445702,ND,TER-VA-17,Fabricación,Acondicionamiento Secundario Blíster,Calibración,2,2,Medio,2,12,03-dic-24,Dic-25,Solo usar para medir temperatura,Externa,"-8.0°C, 0.0°C, 20.0°C, 40.0°C, 55.0°C Tol ±1.0°C"
Termohigrómetro,Extech Instrument,445702,ND,TER-VA-18,Gestión de la Calidad,Cuarentena de Graneles,Calibración,2,2,Medio,2,12,03-dic-24,Dic-25,,Externa,"-8.0°C, 0.0°C, 20.0°C, 40.0°C, 55.0°C Tol ±1.0°C, 15.0%,30.0%, 60.0%, 80.0% Tol ±6.0%"
Termohigrómetro,Extech Instrument,445702,ND,TER-VA-19,Validación,"Móvil, Almacén de Validación",Calibración,2,2,Medio,2,12,01-jul-25,Jul-26,,Externa,"-8.0°C, 20.0°C, 40.0°C, 55.0°C Tol ±1.0°C, 15.0%,30.0%, 60.0%, 80.0% Tol ±6.0%"
Termohigrómetro,Extech Instrument,445702,ND,TER-VA-20,Validación,"Móvil, Almacén de Validación",Calibración,2,2,Medio,2,12,01-jul-25,Jul-26,,Externa,"-8.0°C, 20.0°C, 40.0°C, 55.0°C Tol ±1.0°C, 15.0%,30.0%, 60.0%, 80.0% Tol ±6.0%"
Termohigrómetro,Extech Instrument,445702,ND,TER-VA-21,Validación,"Móvil, Almacén de Validación",Calibración,2,2,Medio,2,12,01-jul-25,Jul-26,,Externa,"-8.0°C, 20.0°C, 40.0°C, 55.0°C Tol ±1.0°C, 15.0%,30.0%, 60.0%, 80.0% Tol ±6.0%"
Termohigrómetro,Extech Instrument,445702,ND,TER-VA-22,Validación,"Móvil, Almacén de Validación",Calibración,2,2,Medio,2,12,01-jul-25,Jul-26,,Externa,"-8.0°C, 20.0°C, 40.0°C, 55.0°C Tol ±1.0°C, 15.0%,30.0%, 60.0%, 80.0% Tol ±6.0%"
Termohigrómetro,Extech Instrument,445702,ND,TER-VA-23,Validación,"Móvil, Almacén de Validación",Calibración,2,2,Medio,2,12,01-jul-25,Jul-26,,Externa,"-8.0°C, 20.0°C, 40.0°C, 55.0°C Tol ±1.0°C, 15.0%,30.0%, 60.0%, 80.0% Tol ±6.0%"
Termohigrómetro,Extech Instrument,445702,ND,TER-VA-24,Validación,"Móvil, Almacén de Validación",Calibración,2,2,Medio,2,12,01-jul-25,Jul-26,,Externa,"-8.0°C, 20.0°C, 40.0°C, 55.0°C Tol ±1.0°C, 15.0%,30.0%, 60.0%, 80.0% Tol ±6.0%"
Termohigrómetro,Extech Instrument,445702,ND,TER-VA-25,Validación,"Móvil, Almacén de Validación",Calibración,2,2,Medio,2,12,01-jul-25,Jul-26,Limitado para termperatura,Externa,"-8.0°C, 20.0°C, 40.0°C, 55.0°C Tol ±1.0°C "
Termohigrómetro,Extech Instrument,445702,ND,TER-VA-26,Validación,"Móvil, Almacén de Validación",Calibración,2,2,Medio,2,12,01-jul-25,Jul-26,,Externa,"-8.0°C, 20.0°C, 40.0°C, 55.0°C Tol ±1.0°C, 15.0%,30.0%, 60.0%, 80.0% Tol ±6.0%"
Termohigrómetro,Extech Instrument,445702,ND,TER-VA-27,Validación,"Móvil, Almacén de Validación",Calibración,2,2,Medio,2,12,01-jul-25,Jul-26,,Externa,"-8.0°C, 20.0°C, 40.0°C, 55.0°C Tol ±1.0°C, 15.0%,30.0%, 60.0%, 80.0% Tol ±6.0%"
Termohigrómetro,Extech Instrument,445702,ND,TER-VA-28,Validación,"Móvil, Almacén de Validación",Calibración,2,2,Medio,2,12,01-jul-25,Jul-26,,Externa,"-8.0°C, 20.0°C, 40.0°C, 55.0°C Tol ±1.0°C, 15.0%,30.0%, 60.0%, 80.0% Tol ±6.0%"
Termohigrómetro,Sper Scientific,800027,ND,TER-VA-29,Validación,"Móvil, Almacén de Validación",Calibración,2,1,Bajo,2,18,14-jul-25,Ene-27,,Externa,"Temperatura In, 0.0°C, 20.0°C, 40.0°C, 50.0°C Tol ± 1.0°C.
Temperatura Out (sonda) -25.0°C, -15.0°C, -10.0°C, 0.0°C Tol ± 1.0°C.
Humedad In 15%, 30%, 60%, 80% Tol ± 6%."
Termohigrómetro,Extech Instrument,445702,ND,TER-SC-01,Fabricación,Acondicionamiento Primario Blíster,Calibración,2,2,Medio,2,12,05-nov-24,Nov-25,,Externa,"-8.0°C, 0.0°C, 20.0°C, 40.0°C, 55.0°C Tol ±1.0°C, 15.0%,30.0%, 60.0%, 80.0% Tol ±6.0%"
Termómetro,Control company,4352,181628793,TEM-DA-01,Validación,"Móvil, Almacén de Validación",Calibración,3,3,Alto,1,12,02-sep-25,Sep-26,,Externa,"-20.0°C, 0.0°C, 25.0°C, 37.0°C, 50.0°C, 100.0°C, 125.0°C Tol±1.0°C"
Termometro digital,VWR,Traceable,230335067,TEM-DA-02,Desarrollo Analítico,Disolución,Calibración,2,3,Alto,1,12,14-jul-25,Jul-26,,Externa,"0.0°C, 25.0°C, 37.0°C, 50.0°C, 100.0°C Tol. ± 0.1°C"
Termómetro,ND,ND,ND,TEM-DF-01,NA,NA,NA,NA,NA,NA,NA,NA,02-ago-24,NA,,NA,"0°C, 10°C, 20°C, 40.0°C, 50.0°C Tol. ±1°C"
Termómetro,Alla France,55000P110-qp,ND,TEM-DF-02,Desarrollo Farmacéutico,Desarrollo Farmacéutico,Calibración,2,3,Alto,1,12,15-ago-25,Ago-26,,Externa,"0°C, 10°C, 20°C, 40.0°C, 50.0°C Tol. ±1°C"
Termómetro ,Sper Scientific,76mm,ND,TEM-LC-01,NA,NA,NA,NA,NA,NA,NA,NA,09-Mar-18,NA,,NA,NA
